year,round,gp_name,circuit,driver,constructor,grid,position,points,status,laps
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,NOR,McLaren,6,8,4.0,Finished,50
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,HAM,Mercedes,8,9,2.0,Finished,50
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,HUL,Haas F1 Team,15,10,1.0,Finished,50
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ALB,Williams,12,11,0.0,Finished,50
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,MAG,Haas F1 Team,13,12,0.0,Finished,50
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,OCO,Alpine F1 Team,17,13,0.0,Lapped,49
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,SAR,Williams,19,14,0.0,Lapped,49
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,TSU,RB F1 Team,9,15,0.0,Lapped,49
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,RIC,RB F1 Team,14,16,0.0,Lapped,49
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,BOT,Sauber,16,17,0.0,Lapped,49
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ZHO,Sauber,20,18,0.0,Lapped,49
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,STR,Aston Martin,10,19,0.0,Retired,5
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,GAS,Alpine F1 Team,18,20,0.0,Retired,1
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,SAI,Ferrari,2,1,25.0,Finished,58
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,LEC,Ferrari,4,2,19.0,Finished,58
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,NOR,McLaren,3,3,15.0,Finished,58
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,PIA,McLaren,5,4,12.0,Finished,58
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,PER,Red Bull,6,5,10.0,Finished,58
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,STR,Aston Martin,9,6,8.0,Finished,58
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,TSU,RB F1 Team,8,7,6.0,Finished,58
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,ALO,Aston Martin,10,8,4.0,Finished,58
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,HUL,Haas F1 Team,16,9,2.0,Finished,58
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,MAG,Haas F1 Team,14,10,1.0,Lapped,57
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,ALB,Williams,12,11,0.0,Lapped,57
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,RIC,RB F1 Team,18,12,0.0,Lapped,57
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,GAS,Alpine F1 Team,17,13,0.0,Lapped,57
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,BOT,Sauber,13,14,0.0,Lapped,57
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,ZHO,Sauber,19,15,0.0,Lapped,57
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,OCO,Alpine F1 Team,15,16,0.0,Lapped,57
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,RUS,Mercedes,7,17,0.0,Retired,56
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,HAM,Mercedes,11,18,0.0,Retired,15
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,VER,Red Bull,1,19,0.0,Retired,3
2024,4,Japanese Grand Prix,Suzuka Circuit,VER,Red Bull,1,1,26.0,Finished,53
2024,4,Japanese Grand Prix,Suzuka Circuit,PER,Red Bull,2,2,18.0,Finished,53
2024,4,Japanese Grand Prix,Suzuka Circuit,SAI,Ferrari,4,3,15.0,Finished,53
2024,4,Japanese Grand Prix,Suzuka Circuit,LEC,Ferrari,8,4,12.0,Finished,53
2024,4,Japanese Grand Prix,Suzuka Circuit,NOR,McLaren,3,5,10.0,Finished,53
2024,4,Japanese Grand Prix,Suzuka Circuit,ALO,Aston Martin,5,6,8.0,Finished,53
2024,4,Japanese Grand Prix,Suzuka Circuit,RUS,Mercedes,9,7,6.0,Finished,53
2024,4,Japanese Grand Prix,Suzuka Circuit,PIA,McLaren,6,8,4.0,Finished,53
2024,4,Japanese Grand Prix,Suzuka Circuit,HAM,Mercedes,7,9,2.0,Finished,53
2024,4,Japanese Grand Prix,Suzuka Circuit,TSU,RB F1 Team,10,10,1.0,Lapped,52
2024,4,Japanese Grand Prix,Suzuka Circuit,HUL,Haas F1 Team,12,11,0.0,Lapped,52
2024,4,Japanese Grand Prix,Suzuka Circuit,STR,Aston Martin,16,12,0.0,Lapped,52
2024,4,Japanese Grand Prix,Suzuka Circuit,MAG,Haas F1 Team,18,13,0.0,Lapped,52
2024,4,Japanese Grand Prix,Suzuka Circuit,BOT,Sauber,13,14,0.0,Lapped,52
2024,4,Japanese Grand Prix,Suzuka Circuit,OCO,Alpine F1 Team,15,15,0.0,Lapped,52
2024,4,Japanese Grand Prix,Suzuka Circuit,GAS,Alpine F1 Team,17,16,0.0,Lapped,52
2024,4,Japanese Grand Prix,Suzuka Circuit,SAR,Williams,19,17,0.0,Lapped,52
2024,4,Japanese Grand Prix,Suzuka Circuit,ZHO,Sauber,20,18,0.0,Retired,12
2024,4,Japanese Grand Prix,Suzuka Circuit,RIC,RB F1 Team,11,19,0.0,Retired,0
2024,4,Japanese Grand Prix,Suzuka Circuit,ALB,Williams,14,20,0.0,Retired,0
2024,5,Chinese Grand Prix,Shanghai International Circuit,VER,Red Bull,1,1,25.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,NOR,McLaren,4,2,18.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,PER,Red Bull,2,3,15.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,LEC,Ferrari,6,4,12.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,SAI,Ferrari,7,5,10.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,RUS,Mercedes,8,6,8.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,ALO,Aston Martin,3,7,7.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,PIA,McLaren,5,8,4.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,HAM,Mercedes,18,9,2.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,HUL,Haas F1 Team,9,10,1.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,OCO,Alpine F1 Team,13,11,0.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,ALB,Williams,14,12,0.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,GAS,Alpine F1 Team,15,13,0.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,ZHO,Sauber,16,14,0.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,STR,Aston Martin,11,15,0.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,MAG,Haas F1 Team,17,16,0.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,SAR,Williams,20,17,0.0,Finished,56
2024,5,Chinese Grand Prix,Shanghai International Circuit,RIC,RB F1 Team,12,18,0.0,Retired,33
2024,5,Chinese Grand Prix,Shanghai International Circuit,TSU,RB F1 Team,19,19,0.0,Retired,26
2024,5,Chinese Grand Prix,Shanghai International Circuit,BOT,Sauber,10,20,0.0,Retired,19
2024,6,Miami Grand Prix,Miami International Autodrome,NOR,McLaren,5,1,25.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,VER,Red Bull,1,2,18.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,LEC,Ferrari,2,3,15.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,PER,Red Bull,4,4,12.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,SAI,Ferrari,3,5,10.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,HAM,Mercedes,8,6,8.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,TSU,RB F1 Team,10,7,6.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,RUS,Mercedes,7,8,4.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,ALO,Aston Martin,15,9,2.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,OCO,Alpine F1 Team,13,10,1.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,HUL,Haas F1 Team,9,11,0.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,GAS,Alpine F1 Team,12,12,0.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,PIA,McLaren,6,13,0.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,ZHO,Sauber,19,14,0.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,RIC,RB F1 Team,20,15,0.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,BOT,Sauber,16,16,0.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,STR,Aston Martin,11,17,0.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,ALB,Williams,14,18,0.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,MAG,Haas F1 Team,18,19,0.0,Finished,57
2024,6,Miami Grand Prix,Miami International Autodrome,SAR,Williams,17,20,0.0,Retired,27
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,VER,Red Bull,1,1,25.0,Finished,63
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,NOR,McLaren,2,2,18.0,Finished,63
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,LEC,Ferrari,3,3,15.0,Finished,63
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,PIA,McLaren,5,4,12.0,Finished,63
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,SAI,Ferrari,4,5,10.0,Finished,63
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,HAM,Mercedes,8,6,8.0,Finished,63
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,RUS,Mercedes,6,7,7.0,Finished,63
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,PER,Red Bull,11,8,4.0,Finished,63
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,STR,Aston Martin,13,9,2.0,Finished,63
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,TSU,RB F1 Team,7,10,1.0,Lapped,62
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,HUL,Haas F1 Team,10,11,0.0,Lapped,62
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,MAG,Haas F1 Team,18,12,0.0,Lapped,62
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,RIC,RB F1 Team,9,13,0.0,Lapped,62
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,OCO,Alpine F1 Team,12,14,0.0,Lapped,62
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ZHO,Sauber,17,15,0.0,Lapped,62
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,GAS,Alpine F1 Team,15,16,0.0,Lapped,62
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,SAR,Williams,19,17,0.0,Lapped,62
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,BOT,Sauber,16,18,0.0,Lapped,62
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ALO,Aston Martin,20,19,0.0,Lapped,62
2024,7,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ALB,Williams,14,20,0.0,Retired,51
2024,8,Monaco Grand Prix,Circuit de Monaco,LEC,Ferrari,1,1,25.0,Finished,78
2024,8,Monaco Grand Prix,Circuit de Monaco,PIA,McLaren,2,2,18.0,Finished,78
2024,8,Monaco Grand Prix,Circuit de Monaco,SAI,Ferrari,3,3,15.0,Finished,78
2024,8,Monaco Grand Prix,Circuit de Monaco,NOR,McLaren,4,4,12.0,Finished,78
2024,8,Monaco Grand Prix,Circuit de Monaco,RUS,Mercedes,5,5,10.0,Finished,78
2024,8,Monaco Grand Prix,Circuit de Monaco,VER,Red Bull,6,6,8.0,Finished,78
2024,8,Monaco Grand Prix,Circuit de Monaco,HAM,Mercedes,7,7,7.0,Finished,78
2024,8,Monaco Grand Prix,Circuit de Monaco,TSU,RB F1 Team,8,8,4.0,Lapped,77
2024,8,Monaco Grand Prix,Circuit de Monaco,ALB,Williams,9,9,2.0,Lapped,77
2024,8,Monaco Grand Prix,Circuit de Monaco,GAS,Alpine F1 Team,10,10,1.0,Lapped,77
2024,8,Monaco Grand Prix,Circuit de Monaco,ALO,Aston Martin,14,11,0.0,Lapped,76
2024,8,Monaco Grand Prix,Circuit de Monaco,RIC,RB F1 Team,12,12,0.0,Lapped,76
2024,8,Monaco Grand Prix,Circuit de Monaco,BOT,Sauber,17,13,0.0,Lapped,76
2024,8,Monaco Grand Prix,Circuit de Monaco,STR,Aston Martin,13,14,0.0,Lapped,76
2024,8,Monaco Grand Prix,Circuit de Monaco,SAR,Williams,15,15,0.0,Lapped,76
2024,8,Monaco Grand Prix,Circuit de Monaco,ZHO,Sauber,18,16,0.0,Lapped,76
2024,8,Monaco Grand Prix,Circuit de Monaco,OCO,Alpine F1 Team,11,17,0.0,Retired,0
2024,8,Monaco Grand Prix,Circuit de Monaco,PER,Red Bull,16,18,0.0,Retired,0
2024,8,Monaco Grand Prix,Circuit de Monaco,HUL,Haas F1 Team,19,19,0.0,Retired,0
2024,8,Monaco Grand Prix,Circuit de Monaco,MAG,Haas F1 Team,20,20,0.0,Retired,0
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,VER,Red Bull,2,1,25.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,NOR,McLaren,3,2,18.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,RUS,Mercedes,1,3,15.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,HAM,Mercedes,7,4,13.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,PIA,McLaren,4,5,10.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,ALO,Aston Martin,6,6,8.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,STR,Aston Martin,9,7,6.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,RIC,RB F1 Team,5,8,4.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,GAS,Alpine F1 Team,15,9,2.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,OCO,Alpine F1 Team,18,10,1.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,HUL,Haas F1 Team,17,11,0.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,MAG,Haas F1 Team,14,12,0.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,BOT,Sauber,19,13,0.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,TSU,RB F1 Team,8,14,0.0,Finished,70
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,ZHO,Sauber,20,15,0.0,Lapped,69
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,SAI,Ferrari,12,16,0.0,Retired,52
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,ALB,Williams,10,17,0.0,Retired,52
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,PER,Red Bull,16,18,0.0,Retired,51
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,LEC,Ferrari,11,19,0.0,Retired,40
2024,9,Canadian Grand Prix,Circuit Gilles Villeneuve,SAR,Williams,13,20,0.0,Retired,23
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,VER,Red Bull,2,1,25.0,Finished,66
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,NOR,McLaren,1,2,19.0,Finished,66
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,HAM,Mercedes,3,3,15.0,Finished,66
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,RUS,Mercedes,4,4,12.0,Finished,66
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,LEC,Ferrari,5,5,10.0,Finished,66
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,SAI,Ferrari,6,6,8.0,Finished,66
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,PIA,McLaren,9,7,6.0,Finished,66
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,PER,Red Bull,11,8,4.0,Finished,66
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,GAS,Alpine F1 Team,7,9,2.0,Finished,66
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,OCO,Alpine F1 Team,8,10,1.0,Finished,66
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,HUL,Haas F1 Team,13,11,0.0,Finished,66
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ALO,Aston Martin,10,12,0.0,Lapped,65
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ZHO,Sauber,15,13,0.0,Lapped,65
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,STR,Aston Martin,14,14,0.0,Lapped,65
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,RIC,RB F1 Team,18,15,0.0,Lapped,65
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,BOT,Sauber,12,16,0.0,Lapped,65
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,MAG,Haas F1 Team,16,17,0.0,Lapped,65
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ALB,Williams,20,18,0.0,Lapped,65
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,TSU,RB F1 Team,17,19,0.0,Lapped,65
2024,10,Spanish Grand Prix,Circuit de Barcelona-Catalunya,SAR,Williams,19,20,0.0,Lapped,64
2024,11,Austrian Grand Prix,Red Bull Ring,RUS,Mercedes,3,1,25.0,Finished,71
2024,11,Austrian Grand Prix,Red Bull Ring,PIA,McLaren,7,2,18.0,Finished,71
2024,11,Austrian Grand Prix,Red Bull Ring,SAI,Ferrari,4,3,15.0,Finished,71
2024,11,Austrian Grand Prix,Red Bull Ring,HAM,Mercedes,5,4,12.0,Finished,71
2024,11,Austrian Grand Prix,Red Bull Ring,VER,Red Bull,1,5,10.0,Finished,71
2024,11,Austrian Grand Prix,Red Bull Ring,HUL,Haas F1 Team,9,6,8.0,Finished,71
2024,11,Austrian Grand Prix,Red Bull Ring,PER,Red Bull,8,7,6.0,Finished,71
2024,11,Austrian Grand Prix,Red Bull Ring,MAG,Haas F1 Team,12,8,4.0,Finished,71
2024,11,Austrian Grand Prix,Red Bull Ring,RIC,RB F1 Team,11,9,2.0,Finished,71
2024,11,Austrian Grand Prix,Red Bull Ring,GAS,Alpine F1 Team,13,10,1.0,Finished,71
2024,11,Austrian Grand Prix,Red Bull Ring,LEC,Ferrari,6,11,0.0,Finished,71
2024,11,Austrian Grand Prix,Red Bull Ring,OCO,Alpine F1 Team,10,12,0.0,Finished,71
2024,11,Austrian Grand Prix,Red Bull Ring,STR,Aston Martin,17,13,0.0,Lapped,70
2024,11,Austrian Grand Prix,Red Bull Ring,TSU,RB F1 Team,14,14,0.0,Lapped,70
2024,11,Austrian Grand Prix,Red Bull Ring,ALB,Williams,16,15,0.0,Lapped,70
2024,11,Austrian Grand Prix,Red Bull Ring,BOT,Sauber,18,16,0.0,Lapped,70
2024,11,Austrian Grand Prix,Red Bull Ring,ZHO,Sauber,20,17,0.0,Lapped,70
2024,11,Austrian Grand Prix,Red Bull Ring,ALO,Aston Martin,15,18,0.0,Lapped,70
2024,11,Austrian Grand Prix,Red Bull Ring,SAR,Williams,19,19,0.0,Lapped,69
2024,11,Austrian Grand Prix,Red Bull Ring,NOR,McLaren,2,20,0.0,Lapped,64
2024,12,British Grand Prix,Silverstone Circuit,HAM,Mercedes,2,1,25.0,Finished,52
2024,12,British Grand Prix,Silverstone Circuit,VER,Red Bull,4,2,18.0,Finished,52
2024,12,British Grand Prix,Silverstone Circuit,NOR,McLaren,3,3,15.0,Finished,52
2024,12,British Grand Prix,Silverstone Circuit,PIA,McLaren,5,4,12.0,Finished,52
2024,12,British Grand Prix,Silverstone Circuit,SAI,Ferrari,7,5,11.0,Finished,52
2024,12,British Grand Prix,Silverstone Circuit,HUL,Haas F1 Team,6,6,8.0,Finished,52
2024,12,British Grand Prix,Silverstone Circuit,STR,Aston Martin,8,7,6.0,Finished,52
2024,12,British Grand Prix,Silverstone Circuit,ALO,Aston Martin,10,8,4.0,Finished,52
2024,12,British Grand Prix,Silverstone Circuit,ALB,Williams,9,9,2.0,Finished,52
2024,12,British Grand Prix,Silverstone Circuit,TSU,RB F1 Team,13,10,1.0,Finished,52
2024,12,British Grand Prix,Silverstone Circuit,SAR,Williams,12,11,0.0,Finished,52
2024,12,British Grand Prix,Silverstone Circuit,MAG,Haas F1 Team,17,12,0.0,Finished,52
2024,12,British Grand Prix,Silverstone Circuit,RIC,RB F1 Team,15,13,0.0,Lapped,51
2024,12,British Grand Prix,Silverstone Circuit,LEC,Ferrari,11,14,0.0,Lapped,51
2024,12,British Grand Prix,Silverstone Circuit,BOT,Sauber,16,15,0.0,Lapped,51
2024,12,British Grand Prix,Silverstone Circuit,OCO,Alpine F1 Team,18,16,0.0,Lapped,50
2024,12,British Grand Prix,Silverstone Circuit,PER,Red Bull,20,17,0.0,Lapped,50
2024,12,British Grand Prix,Silverstone Circuit,ZHO,Sauber,14,18,0.0,Lapped,50
2024,12,British Grand Prix,Silverstone Circuit,RUS,Mercedes,1,19,0.0,Retired,33
2024,12,British Grand Prix,Silverstone Circuit,GAS,Alpine F1 Team,19,20,0.0,Did not start,0
2024,13,Hungarian Grand Prix,Hungaroring,PIA,McLaren,2,1,25.0,Finished,70
2024,13,Hungarian Grand Prix,Hungaroring,NOR,McLaren,1,2,18.0,Finished,70
2024,13,Hungarian Grand Prix,Hungaroring,HAM,Mercedes,5,3,15.0,Finished,70
2024,13,Hungarian Grand Prix,Hungaroring,LEC,Ferrari,6,4,12.0,Finished,70
2024,13,Hungarian Grand Prix,Hungaroring,VER,Red Bull,3,5,10.0,Finished,70
2024,13,Hungarian Grand Prix,Hungaroring,SAI,Ferrari,4,6,8.0,Finished,70
2024,13,Hungarian Grand Prix,Hungaroring,PER,Red Bull,16,7,6.0,Finished,70
2024,13,Hungarian Grand Prix,Hungaroring,RUS,Mercedes,17,8,5.0,Finished,70
2024,13,Hungarian Grand Prix,Hungaroring,TSU,RB F1 Team,10,9,2.0,Finished,70
2024,13,Hungarian Grand Prix,Hungaroring,STR,Aston Martin,8,10,1.0,Finished,70
2024,13,Hungarian Grand Prix,Hungaroring,ALO,Aston Martin,7,11,0.0,Finished,70
2024,13,Hungarian Grand Prix,Hungaroring,RIC,RB F1 Team,9,12,0.0,Lapped,69
2024,13,Hungarian Grand Prix,Hungaroring,HUL,Haas F1 Team,11,13,0.0,Lapped,69
2024,13,Hungarian Grand Prix,Hungaroring,ALB,Williams,13,14,0.0,Lapped,69
2024,13,Hungarian Grand Prix,Hungaroring,MAG,Haas F1 Team,15,15,0.0,Lapped,69
2024,13,Hungarian Grand Prix,Hungaroring,BOT,Sauber,12,16,0.0,Lapped,69
2024,13,Hungarian Grand Prix,Hungaroring,SAR,Williams,14,17,0.0,Lapped,69
2024,13,Hungarian Grand Prix,Hungaroring,OCO,Alpine F1 Team,19,18,0.0,Lapped,69
2024,13,Hungarian Grand Prix,Hungaroring,ZHO,Sauber,18,19,0.0,Lapped,69
2024,13,Hungarian Grand Prix,Hungaroring,GAS,Alpine F1 Team,20,20,0.0,Retired,33
2024,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,HAM,Mercedes,3,1,25.0,Finished,44
