year,round,gp_name,circuit,driver,constructor,grid,position,points,status,laps
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ALB,Williams,16,14,0.0,Collision damage,47
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,BOT,Alfa Romeo,8,15,0.0,Cooling system,36
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ALO,Alpine F1 Team,7,16,0.0,Water pump,35
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,RIC,McLaren,14,17,0.0,Gearbox,35
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,LAT,Williams,18,18,0.0,Accident,14
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,TSU,AlphaTauri,19,19,0.0,Power Unit,0
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,MSC,Haas F1 Team,0,20,0.0,Withdrew,0
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,LEC,Ferrari,1,1,26.0,Finished,58
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,PER,Red Bull,3,2,18.0,Finished,58
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,RUS,Mercedes,6,3,15.0,Finished,58
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,HAM,Mercedes,5,4,12.0,Finished,58
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,NOR,McLaren,4,5,10.0,Finished,58
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,RIC,McLaren,7,6,8.0,Finished,58
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,OCO,Alpine F1 Team,8,7,6.0,Finished,58
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,BOT,Alfa Romeo,12,8,4.0,Finished,58
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,GAS,AlphaTauri,11,9,2.0,Finished,58
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,ALB,Williams,20,10,1.0,Finished,58
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,ZHO,Alfa Romeo,14,11,0.0,Finished,58
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,STR,Aston Martin,19,12,0.0,Finished,58
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,MSC,Haas F1 Team,15,13,0.0,+1 Lap,57
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,MAG,Haas F1 Team,16,14,0.0,+1 Lap,57
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,TSU,AlphaTauri,13,15,0.0,+1 Lap,57
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,LAT,Williams,18,16,0.0,+1 Lap,57
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,ALO,Alpine F1 Team,10,17,0.0,+1 Lap,57
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,VER,Red Bull,2,18,0.0,Fuel leak,38
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,VET,Aston Martin,17,19,0.0,Accident,22
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,SAI,Ferrari,9,20,0.0,Spun off,1
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,VER,Red Bull,1,1,26.0,Finished,63
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,PER,Red Bull,3,2,18.0,Finished,63
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,NOR,McLaren,5,3,15.0,Finished,63
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,RUS,Mercedes,11,4,12.0,Finished,63
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,BOT,Alfa Romeo,7,5,10.0,Finished,63
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,LEC,Ferrari,2,6,8.0,Finished,63
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,TSU,AlphaTauri,12,7,6.0,Finished,63
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,VET,Aston Martin,13,8,4.0,Finished,63
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,MAG,Haas F1 Team,8,9,2.0,Finished,63
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,STR,Aston Martin,15,10,1.0,+1 Lap,62
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ALB,Williams,18,11,0.0,+1 Lap,62
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,GAS,AlphaTauri,17,12,0.0,+1 Lap,62
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,HAM,Mercedes,14,13,0.0,+1 Lap,62
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,OCO,Alpine F1 Team,16,14,0.0,+1 Lap,62
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ZHO,Alfa Romeo,0,15,0.0,+1 Lap,62
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,LAT,Williams,19,16,0.0,+1 Lap,62
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,MSC,Haas F1 Team,10,17,0.0,+1 Lap,62
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,RIC,McLaren,6,18,0.0,+1 Lap,62
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ALO,Alpine F1 Team,9,19,0.0,Collision damage,6
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,SAI,Ferrari,4,20,0.0,Collision,0
2022,5,Miami Grand Prix,Miami International Autodrome,VER,Red Bull,3,1,26.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,LEC,Ferrari,1,2,18.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,SAI,Ferrari,2,3,15.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,PER,Red Bull,4,4,12.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,RUS,Mercedes,12,5,10.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,HAM,Mercedes,6,6,8.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,BOT,Alfa Romeo,5,7,6.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,OCO,Alpine F1 Team,20,8,4.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,ALB,Williams,18,9,2.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,STR,Aston Martin,0,10,1.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,ALO,Alpine F1 Team,11,11,0.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,TSU,AlphaTauri,9,12,0.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,RIC,McLaren,14,13,0.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,LAT,Williams,19,14,0.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,MSC,Haas F1 Team,15,15,0.0,Finished,57
2022,5,Miami Grand Prix,Miami International Autodrome,MAG,Haas F1 Team,16,16,0.0,Front wing,56
2022,5,Miami Grand Prix,Miami International Autodrome,VET,Aston Martin,0,17,0.0,Collision,54
2022,5,Miami Grand Prix,Miami International Autodrome,GAS,AlphaTauri,7,18,0.0,Suspension,45
2022,5,Miami Grand Prix,Miami International Autodrome,NOR,McLaren,8,19,0.0,Collision,39
2022,5,Miami Grand Prix,Miami International Autodrome,ZHO,Alfa Romeo,17,20,0.0,Water leak,6
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,VER,Red Bull,2,1,25.0,Finished,66
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,PER,Red Bull,5,2,19.0,Finished,66
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,RUS,Mercedes,4,3,15.0,Finished,66
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,SAI,Ferrari,3,4,12.0,Finished,66
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,HAM,Mercedes,6,5,10.0,Finished,66
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,BOT,Alfa Romeo,7,6,8.0,Finished,66
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,OCO,Alpine F1 Team,12,7,6.0,Finished,66
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,NOR,McLaren,11,8,4.0,Finished,66
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ALO,Alpine F1 Team,20,9,2.0,+1 Lap,65
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,TSU,AlphaTauri,13,10,1.0,+1 Lap,65
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,VET,Aston Martin,16,11,0.0,+1 Lap,65
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,RIC,McLaren,9,12,0.0,+1 Lap,65
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,GAS,AlphaTauri,14,13,0.0,+1 Lap,65
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,MSC,Haas F1 Team,10,14,0.0,+1 Lap,65
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,STR,Aston Martin,17,15,0.0,+1 Lap,65
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,LAT,Williams,19,16,0.0,+2 Laps,64
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,MAG,Haas F1 Team,8,17,0.0,+2 Laps,64
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ALB,Williams,18,18,0.0,+2 Laps,64
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ZHO,Alfa Romeo,15,19,0.0,Power loss,28
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,LEC,Ferrari,1,20,0.0,Turbo,27
2022,7,Monaco Grand Prix,Circuit de Monaco,PER,Red Bull,3,1,25.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,SAI,Ferrari,2,2,18.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,VER,Red Bull,4,3,15.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,LEC,Ferrari,1,4,12.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,RUS,Mercedes,6,5,10.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,NOR,McLaren,5,6,9.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,ALO,Alpine F1 Team,7,7,6.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,HAM,Mercedes,8,8,4.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,BOT,Alfa Romeo,12,9,2.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,VET,Aston Martin,9,10,1.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,GAS,AlphaTauri,17,11,0.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,OCO,Alpine F1 Team,10,12,0.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,RIC,McLaren,14,13,0.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,STR,Aston Martin,18,14,0.0,Finished,64
2022,7,Monaco Grand Prix,Circuit de Monaco,LAT,Williams,19,15,0.0,+1 Lap,63
2022,7,Monaco Grand Prix,Circuit de Monaco,ZHO,Alfa Romeo,20,16,0.0,+1 Lap,63
2022,7,Monaco Grand Prix,Circuit de Monaco,TSU,AlphaTauri,11,17,0.0,+1 Lap,63
2022,7,Monaco Grand Prix,Circuit de Monaco,ALB,Williams,16,18,0.0,Mechanical,48
2022,7,Monaco Grand Prix,Circuit de Monaco,MSC,Haas F1 Team,15,19,0.0,Accident,24
2022,7,Monaco Grand Prix,Circuit de Monaco,MAG,Haas F1 Team,13,20,0.0,Water pressure,19
2022,8,Azerbaijan Grand Prix,Baku City Circuit,VER,Red Bull,3,1,25.0,Finished,51
2022,8,Azerbaijan Grand Prix,Baku City Circuit,PER,Red Bull,2,2,19.0,Finished,51
2022,8,Azerbaijan Grand Prix,Baku City Circuit,RUS,Mercedes,5,3,15.0,Finished,51
2022,8,Azerbaijan Grand Prix,Baku City Circuit,HAM,Mercedes,7,4,12.0,Finished,51
2022,8,Azerbaijan Grand Prix,Baku City Circuit,GAS,AlphaTauri,6,5,10.0,Finished,51
2022,8,Azerbaijan Grand Prix,Baku City Circuit,VET,Aston Martin,9,6,8.0,Finished,51
2022,8,Azerbaijan Grand Prix,Baku City Circuit,ALO,Alpine F1 Team,10,7,6.0,Finished,51
2022,8,Azerbaijan Grand Prix,Baku City Circuit,RIC,McLaren,12,8,4.0,Finished,51
2022,8,Azerbaijan Grand Prix,Baku City Circuit,NOR,McLaren,11,9,2.0,Finished,51
2022,8,Azerbaijan Grand Prix,Baku City Circuit,OCO,Alpine F1 Team,13,10,1.0,Finished,51
2022,8,Azerbaijan Grand Prix,Baku City Circuit,BOT,Alfa Romeo,15,11,0.0,+1 Lap,50
2022,8,Azerbaijan Grand Prix,Baku City Circuit,ALB,Williams,17,12,0.0,+1 Lap,50
2022,8,Azerbaijan Grand Prix,Baku City Circuit,TSU,AlphaTauri,8,13,0.0,+1 Lap,50
2022,8,Azerbaijan Grand Prix,Baku City Circuit,MSC,Haas F1 Team,20,14,0.0,+1 Lap,50
2022,8,Azerbaijan Grand Prix,Baku City Circuit,LAT,Williams,18,15,0.0,+1 Lap,50
2022,8,Azerbaijan Grand Prix,Baku City Circuit,STR,Aston Martin,19,16,0.0,Vibrations,46
2022,8,Azerbaijan Grand Prix,Baku City Circuit,MAG,Haas F1 Team,16,17,0.0,Power Unit,31
2022,8,Azerbaijan Grand Prix,Baku City Circuit,ZHO,Alfa Romeo,14,18,0.0,Hydraulics,23
2022,8,Azerbaijan Grand Prix,Baku City Circuit,LEC,Ferrari,1,19,0.0,Power Unit,21
2022,8,Azerbaijan Grand Prix,Baku City Circuit,SAI,Ferrari,4,20,0.0,Hydraulics,8
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,VER,Red Bull,1,1,25.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,SAI,Ferrari,3,2,19.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,HAM,Mercedes,4,3,15.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,RUS,Mercedes,8,4,12.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,LEC,Ferrari,19,5,10.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,OCO,Alpine F1 Team,7,6,8.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,BOT,Alfa Romeo,11,7,6.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,ZHO,Alfa Romeo,10,8,4.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,ALO,Alpine F1 Team,2,9,2.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,STR,Aston Martin,17,10,1.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,RIC,McLaren,9,11,0.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,VET,Aston Martin,16,12,0.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,ALB,Williams,12,13,0.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,GAS,AlphaTauri,15,14,0.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,NOR,McLaren,14,15,0.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,LAT,Williams,18,16,0.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,MAG,Haas F1 Team,5,17,0.0,Finished,70
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,TSU,AlphaTauri,20,18,0.0,Accident,47
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,MSC,Haas F1 Team,6,19,0.0,Engine,18
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,PER,Red Bull,13,20,0.0,Gearbox,7
2022,10,British Grand Prix,Silverstone Circuit,SAI,Ferrari,1,1,25.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,PER,Red Bull,4,2,18.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,HAM,Mercedes,5,3,16.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,LEC,Ferrari,3,4,12.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,ALO,Alpine F1 Team,7,5,10.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,NOR,McLaren,6,6,8.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,VER,Red Bull,2,7,6.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,MSC,Haas F1 Team,19,8,4.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,VET,Aston Martin,18,9,2.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,MAG,Haas F1 Team,17,10,1.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,STR,Aston Martin,20,11,0.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,LAT,Williams,10,12,0.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,RIC,McLaren,14,13,0.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,TSU,AlphaTauri,13,14,0.0,Finished,52
2022,10,British Grand Prix,Silverstone Circuit,OCO,Alpine F1 Team,15,15,0.0,Fuel pump,37
2022,10,British Grand Prix,Silverstone Circuit,GAS,AlphaTauri,11,16,0.0,Collision damage,26
2022,10,British Grand Prix,Silverstone Circuit,BOT,Alfa Romeo,12,17,0.0,Gearbox,20
2022,10,British Grand Prix,Silverstone Circuit,RUS,Mercedes,8,18,0.0,Collision,0
2022,10,British Grand Prix,Silverstone Circuit,ZHO,Alfa Romeo,9,19,0.0,Collision,0
2022,10,British Grand Prix,Silverstone Circuit,ALB,Williams,16,20,0.0,Collision,0
2022,11,Austrian Grand Prix,Red Bull Ring,LEC,Ferrari,2,1,25.0,Finished,71
2022,11,Austrian Grand Prix,Red Bull Ring,VER,Red Bull,1,2,19.0,Finished,71
2022,11,Austrian Grand Prix,Red Bull Ring,HAM,Mercedes,8,3,15.0,Finished,71
2022,11,Austrian Grand Prix,Red Bull Ring,RUS,Mercedes,4,4,12.0,Finished,71
2022,11,Austrian Grand Prix,Red Bull Ring,OCO,Alpine F1 Team,6,5,10.0,Finished,71
2022,11,Austrian Grand Prix,Red Bull Ring,MSC,Haas F1 Team,9,6,8.0,+1 Lap,70
2022,11,Austrian Grand Prix,Red Bull Ring,NOR,McLaren,10,7,6.0,+1 Lap,70
2022,11,Austrian Grand Prix,Red Bull Ring,MAG,Haas F1 Team,7,8,4.0,+1 Lap,70
2022,11,Austrian Grand Prix,Red Bull Ring,RIC,McLaren,11,9,2.0,+1 Lap,70
2022,11,Austrian Grand Prix,Red Bull Ring,ALO,Alpine F1 Team,19,10,1.0,+1 Lap,70
2022,11,Austrian Grand Prix,Red Bull Ring,BOT,Alfa Romeo,0,11,0.0,+1 Lap,70
2022,11,Austrian Grand Prix,Red Bull Ring,ALB,Williams,15,12,0.0,+1 Lap,70
2022,11,Austrian Grand Prix,Red Bull Ring,STR,Aston Martin,12,13,0.0,+1 Lap,70
2022,11,Austrian Grand Prix,Red Bull Ring,ZHO,Alfa Romeo,13,14,0.0,+1 Lap,70
2022,11,Austrian Grand Prix,Red Bull Ring,GAS,AlphaTauri,14,15,0.0,+1 Lap,70
2022,11,Austrian Grand Prix,Red Bull Ring,TSU,AlphaTauri,16,16,0.0,+1 Lap,70
2022,11,Austrian Grand Prix,Red Bull Ring,VET,Aston Martin,18,17,0.0,+1 Lap,70
2022,11,Austrian Grand Prix,Red Bull Ring,SAI,Ferrari,3,18,0.0,Power Unit,56
2022,11,Austrian Grand Prix,Red Bull Ring,LAT,Williams,17,19,0.0,Undertray,48
2022,11,Austrian Grand Prix,Red Bull Ring,PER,Red Bull,5,20,0.0,Collision damage,24
2022,12,French Grand Prix,Circuit Paul Ricard,VER,Red Bull,2,1,25.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,HAM,Mercedes,4,2,18.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,RUS,Mercedes,6,3,15.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,PER,Red Bull,3,4,12.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,SAI,Ferrari,19,5,11.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,ALO,Alpine F1 Team,7,6,8.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,NOR,McLaren,5,7,6.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,OCO,Alpine F1 Team,10,8,4.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,RIC,McLaren,9,9,2.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,STR,Aston Martin,15,10,1.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,VET,Aston Martin,12,11,0.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,GAS,AlphaTauri,14,12,0.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,ALB,Williams,13,13,0.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,BOT,Alfa Romeo,11,14,0.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,MSC,Haas F1 Team,17,15,0.0,Finished,53
2022,12,French Grand Prix,Circuit Paul Ricard,ZHO,Alfa Romeo,16,16,0.0,+6 Laps,47
2022,12,French Grand Prix,Circuit Paul Ricard,LAT,Williams,18,17,0.0,Collision damage,40
2022,12,French Grand Prix,Circuit Paul Ricard,MAG,Haas F1 Team,20,18,0.0,Collision damage,37
2022,12,French Grand Prix,Circuit Paul Ricard,LEC,Ferrari,1,19,0.0,Accident,17
2022,12,French Grand Prix,Circuit Paul Ricard,TSU,AlphaTauri,8,20,0.0,Undertray,17
2022,13,Hungarian Grand Prix,Hungaroring,VER,Red Bull,10,1,25.0,Finished,70
2022,13,Hungarian Grand Prix,Hungaroring,HAM,Mercedes,7,2,19.0,Finished,70
2022,13,Hungarian Grand Prix,Hungaroring,RUS,Mercedes,1,3,15.0,Finished,70
2022,13,Hungarian Grand Prix,Hungaroring,SAI,Ferrari,2,4,12.0,Finished,70
2022,13,Hungarian Grand Prix,Hungaroring,PER,Red Bull,11,5,10.0,Finished,70
2022,13,Hungarian Grand Prix,Hungaroring,LEC,Ferrari,3,6,8.0,Finished,70
2022,13,Hungarian Grand Prix,Hungaroring,NOR,McLaren,4,7,6.0,Finished,70
2022,13,Hungarian Grand Prix,Hungaroring,ALO,Alpine F1 Team,6,8,4.0,+1 Lap,69
2022,13,Hungarian Grand Prix,Hungaroring,OCO,Alpine F1 Team,5,9,2.0,+1 Lap,69
2022,13,Hungarian Grand Prix,Hungaroring,VET,Aston Martin,18,10,1.0,+1 Lap,69
2022,13,Hungarian Grand Prix,Hungaroring,STR,Aston Martin,14,11,0.0,+1 Lap,69
2022,13,Hungarian Grand Prix,Hungaroring,GAS,AlphaTauri,0,12,0.0,+1 Lap,69
2022,13,Hungarian Grand Prix,Hungaroring,ZHO,Alfa Romeo,12,13,0.0,+1 Lap,69
2022,13,Hungarian Grand Prix,Hungaroring,MSC,Haas F1 Team,15,14,0.0,+1 Lap,69
2022,13,Hungarian Grand Prix,Hungaroring,RIC,McLaren,9,15,0.0,+1 Lap,69
