year,round,gp_name,circuit,position,driver,constructor,q1,q2,q3
2022,1,Bahrain Grand Prix,Bahrain International Circuit,20,LAT,Williams,1:33.634,,
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,1,PER,Red Bull,1:29.705,1:28.924,1:28.200
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,2,LEC,Ferrari,1:29.039,1:28.780,1:28.225
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,3,SAI,Ferrari,1:28.855,1:28.686,1:28.402
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,4,VER,Red Bull,1:28.928,1:28.945,1:28.461
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,5,OCO,Alpine F1 Team,1:30.093,1:29.584,1:29.068
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,6,RUS,Mercedes,1:29.680,1:29.618,1:29.104
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,7,ALO,Alpine F1 Team,1:29.978,1:29.295,1:29.147
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,8,BOT,Alfa Romeo,1:29.683,1:29.404,1:29.183
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,9,GAS,AlphaTauri,1:29.891,1:29.418,1:29.254
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,10,MAG,Haas F1 Team,1:29.831,1:29.546,1:29.588
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,11,NOR,McLaren,1:29.957,1:29.651,
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,12,RIC,McLaren,1:30.009,1:29.773,
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,13,ZHO,Alfa Romeo,1:29.978,1:29.819,
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,14,MSC,Haas F1 Team,1:30.167,1:29.920,
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,15,STR,Aston Martin,1:30.256,1:31.009,
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,16,HAM,Mercedes,1:30.343,,
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,17,ALB,Williams,1:30.492,,
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,18,HUL,Aston Martin,1:30.543,,
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,19,LAT,Williams,1:31.817,,
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,20,TSU,AlphaTauri,,,
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,1,LEC,Ferrari,1:18.881,1:18.606,1:17.868
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,2,VER,Red Bull,1:18.580,1:18.611,1:18.154
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,3,PER,Red Bull,1:18.834,1:18.340,1:18.240
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,4,NOR,McLaren,1:19.280,1:19.066,1:18.703
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,5,HAM,Mercedes,1:19.401,1:19.106,1:18.825
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,6,RUS,Mercedes,1:19.405,1:19.076,1:18.933
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,7,RIC,McLaren,1:19.665,1:19.130,1:19.032
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,8,OCO,Alpine F1 Team,1:19.605,1:19.136,1:19.061
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,9,SAI,Ferrari,1:18.983,1:18.469,1:19.408
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,10,ALO,Alpine F1 Team,1:19.192,1:18.815,
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,11,GAS,AlphaTauri,1:19.580,1:19.226,
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,12,BOT,Alfa Romeo,1:19.251,1:19.410,
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,13,TSU,AlphaTauri,1:19.742,1:19.424,
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,14,ZHO,Alfa Romeo,1:19.910,1:20.155,
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,15,MSC,Haas F1 Team,1:20.104,1:20.465,
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,16,ALB,Williams,1:20.135,,
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,17,MAG,Haas F1 Team,1:20.254,,
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,18,VET,Aston Martin,1:21.149,,
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,19,LAT,Williams,1:21.372,,
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,20,STR,Aston Martin,,,
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,1,VER,Red Bull,1:19.295,1:18.793,1:27.999
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2,LEC,Ferrari,1:18.796,1:19.584,1:28.778
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,3,NOR,McLaren,1:20.168,1:19.294,1:29.131
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,4,MAG,Haas F1 Team,1:20.147,1:19.902,1:29.164
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,5,ALO,Alpine F1 Team,1:20.198,1:19.595,1:29.202
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,6,RIC,McLaren,1:19.980,1:20.031,1:29.742
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,7,PER,Red Bull,1:19.773,1:19.296,1:29.808
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,8,BOT,Alfa Romeo,1:20.419,1:20.192,1:30.439
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,9,VET,Aston Martin,1:20.364,1:19.957,1:31.062
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,10,SAI,Ferrari,1:19.305,1:18.990,
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,11,RUS,Mercedes,1:20.383,1:20.757,
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,12,MSC,Haas F1 Team,1:20.422,1:20.916,
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,13,HAM,Mercedes,1:20.470,1:21.138,
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,14,ZHO,Alfa Romeo,1:19.730,1:21.434,
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,15,STR,Aston Martin,1:20.342,1:28.119,
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,16,TSU,AlphaTauri,1:20.474,,
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,17,GAS,AlphaTauri,1:20.732,,
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,18,LAT,Williams,1:21.971,,
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,19,OCO,Alpine F1 Team,1:22.338,,
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,20,ALB,Williams,,,
2022,5,Miami Grand Prix,Miami International Autodrome,1,LEC,Ferrari,1:29.474,1:29.130,1:28.796
2022,5,Miami Grand Prix,Miami International Autodrome,2,SAI,Ferrari,1:30.079,1:29.729,1:28.986
2022,5,Miami Grand Prix,Miami International Autodrome,3,VER,Red Bull,1:29.836,1:29.202,1:28.991
2022,5,Miami Grand Prix,Miami International Autodrome,4,PER,Red Bull,1:30.055,1:29.673,1:29.036
2022,5,Miami Grand Prix,Miami International Autodrome,5,BOT,Alfa Romeo,1:30.845,1:29.751,1:29.475
2022,5,Miami Grand Prix,Miami International Autodrome,6,HAM,Mercedes,1:30.388,1:29.797,1:29.625
2022,5,Miami Grand Prix,Miami International Autodrome,7,GAS,AlphaTauri,1:30.779,1:30.128,1:29.690
2022,5,Miami Grand Prix,Miami International Autodrome,8,NOR,McLaren,1:30.761,1:29.634,1:29.750
2022,5,Miami Grand Prix,Miami International Autodrome,9,TSU,AlphaTauri,1:30.485,1:30.031,1:29.932
2022,5,Miami Grand Prix,Miami International Autodrome,10,STR,Aston Martin,1:30.441,1:29.996,1:30.676
2022,5,Miami Grand Prix,Miami International Autodrome,11,ALO,Alpine F1 Team,1:30.407,1:30.160,
2022,5,Miami Grand Prix,Miami International Autodrome,12,RUS,Mercedes,1:30.490,1:30.173,
2022,5,Miami Grand Prix,Miami International Autodrome,13,VET,Aston Martin,1:30.677,1:30.214,
2022,5,Miami Grand Prix,Miami International Autodrome,14,RIC,McLaren,1:30.583,1:30.310,
2022,5,Miami Grand Prix,Miami International Autodrome,15,MSC,Haas F1 Team,1:30.645,1:30.423,
2022,5,Miami Grand Prix,Miami International Autodrome,16,MAG,Haas F1 Team,1:30.975,,
2022,5,Miami Grand Prix,Miami International Autodrome,17,ZHO,Alfa Romeo,1:31.020,,
2022,5,Miami Grand Prix,Miami International Autodrome,18,ALB,Williams,1:31.266,,
2022,5,Miami Grand Prix,Miami International Autodrome,19,LAT,Williams,1:31.325,,
2022,5,Miami Grand Prix,Miami International Autodrome,20,OCO,Alpine F1 Team,,,
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,1,LEC,Ferrari,1:19.861,1:19.969,1:18.750
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2,VER,Red Bull,1:20.091,1:19.219,1:19.073
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,3,SAI,Ferrari,1:19.892,1:19.453,1:19.166
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,4,RUS,Mercedes,1:20.218,1:19.470,1:19.393
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,5,PER,Red Bull,1:20.447,1:19.830,1:19.420
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,6,HAM,Mercedes,1:20.252,1:19.794,1:19.512
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,7,BOT,Alfa Romeo,1:20.355,1:20.053,1:19.608
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,8,MAG,Haas F1 Team,1:20.227,1:19.810,1:19.682
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,9,RIC,McLaren,1:20.549,1:20.287,1:20.297
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,10,MSC,Haas F1 Team,1:20.683,1:20.436,1:20.368
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,11,NOR,McLaren,1:20.838,1:20.471,
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,12,OCO,Alpine F1 Team,1:20.880,1:20.638,
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,13,TSU,AlphaTauri,1:20.707,1:20.639,
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,14,GAS,AlphaTauri,1:20.719,1:20.861,
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,15,ZHO,Alfa Romeo,1:20.476,1:21.094,
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,16,VET,Aston Martin,1:20.954,,
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,17,ALO,Alpine F1 Team,1:21.043,,
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,18,STR,Aston Martin,1:21.418,,
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,19,ALB,Williams,1:21.645,,
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,20,LAT,Williams,1:21.915,,
2022,7,Monaco Grand Prix,Circuit de Monaco,1,LEC,Ferrari,1:12.569,1:11.864,1:11.376
2022,7,Monaco Grand Prix,Circuit de Monaco,2,SAI,Ferrari,1:12.616,1:12.074,1:11.601
2022,7,Monaco Grand Prix,Circuit de Monaco,3,PER,Red Bull,1:13.004,1:11.954,1:11.629
2022,7,Monaco Grand Prix,Circuit de Monaco,4,VER,Red Bull,1:12.993,1:12.117,1:11.666
2022,7,Monaco Grand Prix,Circuit de Monaco,5,NOR,McLaren,1:12.927,1:12.266,1:11.849
2022,7,Monaco Grand Prix,Circuit de Monaco,6,RUS,Mercedes,1:12.787,1:12.617,1:12.112
2022,7,Monaco Grand Prix,Circuit de Monaco,7,ALO,Alpine F1 Team,1:13.394,1:12.688,1:12.247
2022,7,Monaco Grand Prix,Circuit de Monaco,8,HAM,Mercedes,1:13.444,1:12.595,1:12.560
2022,7,Monaco Grand Prix,Circuit de Monaco,9,VET,Aston Martin,1:13.313,1:12.613,1:12.732
2022,7,Monaco Grand Prix,Circuit de Monaco,10,OCO,Alpine F1 Team,1:12.848,1:12.528,1:13.047
2022,7,Monaco Grand Prix,Circuit de Monaco,11,TSU,AlphaTauri,1:13.110,1:12.797,
2022,7,Monaco Grand Prix,Circuit de Monaco,12,BOT,Alfa Romeo,1:13.541,1:12.909,
2022,7,Monaco Grand Prix,Circuit de Monaco,13,MAG,Haas F1 Team,1:13.069,1:12.921,
2022,7,Monaco Grand Prix,Circuit de Monaco,14,RIC,McLaren,1:13.338,1:12.964,
2022,7,Monaco Grand Prix,Circuit de Monaco,15,MSC,Haas F1 Team,1:13.469,1:13.081,
2022,7,Monaco Grand Prix,Circuit de Monaco,16,ALB,Williams,1:13.611,,
2022,7,Monaco Grand Prix,Circuit de Monaco,17,GAS,AlphaTauri,1:13.660,,
2022,7,Monaco Grand Prix,Circuit de Monaco,18,STR,Aston Martin,1:13.678,,
2022,7,Monaco Grand Prix,Circuit de Monaco,19,LAT,Williams,1:14.403,,
2022,7,Monaco Grand Prix,Circuit de Monaco,20,ZHO,Alfa Romeo,1:15.606,,
2022,8,Azerbaijan Grand Prix,Baku City Circuit,1,LEC,Ferrari,1:42.865,1:42.046,1:41.359
2022,8,Azerbaijan Grand Prix,Baku City Circuit,2,PER,Red Bull,1:42.733,1:41.955,1:41.641
2022,8,Azerbaijan Grand Prix,Baku City Circuit,3,VER,Red Bull,1:42.722,1:42.227,1:41.706
2022,8,Azerbaijan Grand Prix,Baku City Circuit,4,SAI,Ferrari,1:42.957,1:42.088,1:41.814
2022,8,Azerbaijan Grand Prix,Baku City Circuit,5,RUS,Mercedes,1:43.754,1:43.281,1:42.712
2022,8,Azerbaijan Grand Prix,Baku City Circuit,6,GAS,AlphaTauri,1:43.268,1:43.129,1:42.845
2022,8,Azerbaijan Grand Prix,Baku City Circuit,7,HAM,Mercedes,1:43.939,1:43.182,1:42.924
2022,8,Azerbaijan Grand Prix,Baku City Circuit,8,TSU,AlphaTauri,1:43.595,1:43.376,1:43.056
2022,8,Azerbaijan Grand Prix,Baku City Circuit,9,VET,Aston Martin,1:43.279,1:43.268,1:43.091
2022,8,Azerbaijan Grand Prix,Baku City Circuit,10,ALO,Alpine F1 Team,1:44.083,1:43.360,1:43.173
2022,8,Azerbaijan Grand Prix,Baku City Circuit,11,NOR,McLaren,1:44.237,1:43.398,
2022,8,Azerbaijan Grand Prix,Baku City Circuit,12,RIC,McLaren,1:44.437,1:43.574,
2022,8,Azerbaijan Grand Prix,Baku City Circuit,13,OCO,Alpine F1 Team,1:43.903,1:43.585,
2022,8,Azerbaijan Grand Prix,Baku City Circuit,14,ZHO,Alfa Romeo,1:43.777,1:43.790,
2022,8,Azerbaijan Grand Prix,Baku City Circuit,15,BOT,Alfa Romeo,1:44.478,1:44.444,
2022,8,Azerbaijan Grand Prix,Baku City Circuit,16,MAG,Haas F1 Team,1:44.643,,
2022,8,Azerbaijan Grand Prix,Baku City Circuit,17,ALB,Williams,1:44.719,,
2022,8,Azerbaijan Grand Prix,Baku City Circuit,18,LAT,Williams,1:45.367,,
2022,8,Azerbaijan Grand Prix,Baku City Circuit,19,STR,Aston Martin,1:45.371,,
2022,8,Azerbaijan Grand Prix,Baku City Circuit,20,MSC,Haas F1 Team,1:45.775,,
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,1,VER,Red Bull,1:32.219,1:23.746,1:21.299
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,2,ALO,Alpine F1 Team,1:32.277,1:24.848,1:21.944
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,3,SAI,Ferrari,1:32.781,1:25.197,1:22.096
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,4,HAM,Mercedes,1:33.841,1:25.543,1:22.891
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,5,MAG,Haas F1 Team,1:32.957,1:26.254,1:22.960
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,6,MSC,Haas F1 Team,1:33.707,1:25.684,1:23.356
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,7,OCO,Alpine F1 Team,1:33.012,1:26.135,1:23.529
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,8,RUS,Mercedes,1:33.160,1:24.950,1:23.557
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,9,RIC,McLaren,1:33.636,1:26.375,1:23.749
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,10,ZHO,Alfa Romeo,1:33.692,1:26.116,1:24.030
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,11,BOT,Alfa Romeo,1:33.689,1:26.788,
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,12,ALB,Williams,1:34.047,1:26.858,
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,13,PER,Red Bull,1:33.929,1:33.127,
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,14,NOR,McLaren,1:34.066,,
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,15,LEC,Ferrari,1:33.008,,
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,16,GAS,AlphaTauri,1:34.492,,
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,17,VET,Aston Martin,1:34.512,,
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,18,STR,Aston Martin,1:35.532,,
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,19,LAT,Williams,1:35.660,,
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,20,TSU,AlphaTauri,1:36.575,,
2022,10,British Grand Prix,Silverstone Circuit,1,SAI,Ferrari,1:40.190,1:41.602,1:40.983
2022,10,British Grand Prix,Silverstone Circuit,2,VER,Red Bull,1:39.129,1:40.655,1:41.055
2022,10,British Grand Prix,Silverstone Circuit,3,LEC,Ferrari,1:39.846,1:41.247,1:41.298
2022,10,British Grand Prix,Silverstone Circuit,4,PER,Red Bull,1:40.521,1:42.513,1:41.616
2022,10,British Grand Prix,Silverstone Circuit,5,HAM,Mercedes,1:40.428,1:41.062,1:41.995
2022,10,British Grand Prix,Silverstone Circuit,6,NOR,McLaren,1:41.515,1:41.821,1:42.084
2022,10,British Grand Prix,Silverstone Circuit,7,ALO,Alpine F1 Team,1:41.598,1:42.209,1:42.116
2022,10,British Grand Prix,Silverstone Circuit,8,RUS,Mercedes,1:40.028,1:41.725,1:42.161
2022,10,British Grand Prix,Silverstone Circuit,9,ZHO,Alfa Romeo,1:40.791,1:42.640,1:42.719
2022,10,British Grand Prix,Silverstone Circuit,10,LAT,Williams,1:41.998,1:43.273,2:03.095
2022,10,British Grand Prix,Silverstone Circuit,11,GAS,AlphaTauri,1:41.680,1:43.702,
2022,10,British Grand Prix,Silverstone Circuit,12,BOT,Alfa Romeo,1:41.396,1:44.232,
2022,10,British Grand Prix,Silverstone Circuit,13,TSU,AlphaTauri,1:41.893,1:44.311,
2022,10,British Grand Prix,Silverstone Circuit,14,RIC,McLaren,1:41.933,1:44.355,
2022,10,British Grand Prix,Silverstone Circuit,15,OCO,Alpine F1 Team,1:41.730,1:45.190,
2022,10,British Grand Prix,Silverstone Circuit,16,ALB,Williams,1:42.078,,
2022,10,British Grand Prix,Silverstone Circuit,17,MAG,Haas F1 Team,1:42.159,,
2022,10,British Grand Prix,Silverstone Circuit,18,VET,Aston Martin,1:42.666,,
2022,10,British Grand Prix,Silverstone Circuit,19,MSC,Haas F1 Team,1:42.708,,
2022,10,British Grand Prix,Silverstone Circuit,20,STR,Aston Martin,1:43.430,,
2022,11,Austrian Grand Prix,Red Bull Ring,1,VER,Red Bull,1:05.852,1:05.374,1:04.984
2022,11,Austrian Grand Prix,Red Bull Ring,2,LEC,Ferrari,1:05.419,1:05.287,1:05.013
2022,11,Austrian Grand Prix,Red Bull Ring,3,SAI,Ferrari,1:05.660,1:05.576,1:05.066
2022,11,Austrian Grand Prix,Red Bull Ring,4,RUS,Mercedes,1:06.235,1:05.697,1:05.431
2022,11,Austrian Grand Prix,Red Bull Ring,5,OCO,Alpine F1 Team,1:06.468,1:05.993,1:05.726
2022,11,Austrian Grand Prix,Red Bull Ring,6,MAG,Haas F1 Team,1:06.366,1:05.894,1:05.879
2022,11,Austrian Grand Prix,Red Bull Ring,7,MSC,Haas F1 Team,1:06.405,1:06.151,1:06.011
2022,11,Austrian Grand Prix,Red Bull Ring,8,ALO,Alpine F1 Team,1:06.016,1:06.082,1:06.103
2022,11,Austrian Grand Prix,Red Bull Ring,9,HAM,Mercedes,1:06.079,1:05.475,1:13.151
2022,11,Austrian Grand Prix,Red Bull Ring,10,GAS,AlphaTauri,1:06.589,1:06.160,
2022,11,Austrian Grand Prix,Red Bull Ring,11,ALB,Williams,1:06.516,1:06.230,
2022,11,Austrian Grand Prix,Red Bull Ring,12,BOT,Alfa Romeo,1:06.442,1:06.319,
2022,11,Austrian Grand Prix,Red Bull Ring,13,PER,Red Bull,1:06.143,1:06.458,
2022,11,Austrian Grand Prix,Red Bull Ring,14,TSU,AlphaTauri,1:06.463,1:06.851,
2022,11,Austrian Grand Prix,Red Bull Ring,15,NOR,McLaren,1:06.330,1:25.847,
2022,11,Austrian Grand Prix,Red Bull Ring,16,RIC,McLaren,1:06.613,,
2022,11,Austrian Grand Prix,Red Bull Ring,17,STR,Aston Martin,1:06.847,,
2022,11,Austrian Grand Prix,Red Bull Ring,18,ZHO,Alfa Romeo,1:06.901,,
2022,11,Austrian Grand Prix,Red Bull Ring,19,LAT,Williams,1:07.003,,
2022,11,Austrian Grand Prix,Red Bull Ring,20,VET,Aston Martin,1:07.083,,
2022,12,French Grand Prix,Circuit Paul Ricard,1,LEC,Ferrari,1:31.727,1:31.216,1:30.872
2022,12,French Grand Prix,Circuit Paul Ricard,2,VER,Red Bull,1:31.891,1:31.990,1:31.176
2022,12,French Grand Prix,Circuit Paul Ricard,3,PER,Red Bull,1:32.354,1:32.120,1:31.335
2022,12,French Grand Prix,Circuit Paul Ricard,4,HAM,Mercedes,1:33.041,1:32.274,1:31.765
2022,12,French Grand Prix,Circuit Paul Ricard,5,NOR,McLaren,1:32.672,1:32.777,1:32.032
2022,12,French Grand Prix,Circuit Paul Ricard,6,RUS,Mercedes,1:33.109,1:32.633,1:32.131
2022,12,French Grand Prix,Circuit Paul Ricard,7,ALO,Alpine F1 Team,1:32.819,1:32.631,1:32.552
2022,12,French Grand Prix,Circuit Paul Ricard,8,TSU,AlphaTauri,1:33.394,1:32.836,1:32.780
2022,12,French Grand Prix,Circuit Paul Ricard,9,SAI,Ferrari,1:32.297,1:31.081,
2022,12,French Grand Prix,Circuit Paul Ricard,10,MAG,Haas F1 Team,1:32.756,1:32.649,
2022,12,French Grand Prix,Circuit Paul Ricard,11,RIC,McLaren,1:33.404,1:32.922,
2022,12,French Grand Prix,Circuit Paul Ricard,12,OCO,Alpine F1 Team,1:33.346,1:33.048,
2022,12,French Grand Prix,Circuit Paul Ricard,13,BOT,Alfa Romeo,1:33.034,1:33.052,
2022,12,French Grand Prix,Circuit Paul Ricard,14,VET,Aston Martin,1:33.285,1:33.276,
2022,12,French Grand Prix,Circuit Paul Ricard,15,ALB,Williams,1:33.423,1:33.307,
2022,12,French Grand Prix,Circuit Paul Ricard,16,GAS,AlphaTauri,1:33.439,,
2022,12,French Grand Prix,Circuit Paul Ricard,17,STR,Aston Martin,1:33.439,,
2022,12,French Grand Prix,Circuit Paul Ricard,18,ZHO,Alfa Romeo,1:33.674,,
2022,12,French Grand Prix,Circuit Paul Ricard,19,MSC,Haas F1 Team,1:33.701,,
2022,12,French Grand Prix,Circuit Paul Ricard,20,LAT,Williams,1:33.794,,
2022,13,Hungarian Grand Prix,Hungaroring,1,RUS,Mercedes,1:18.407,1:18.154,1:17.377
2022,13,Hungarian Grand Prix,Hungaroring,2,SAI,Ferrari,1:18.434,1:17.946,1:17.421
2022,13,Hungarian Grand Prix,Hungaroring,3,LEC,Ferrari,1:18.806,1:17.768,1:17.567
2022,13,Hungarian Grand Prix,Hungaroring,4,NOR,McLaren,1:18.653,1:18.121,1:17.769
2022,13,Hungarian Grand Prix,Hungaroring,5,OCO,Alpine F1 Team,1:18.866,1:18.216,1:18.018
2022,13,Hungarian Grand Prix,Hungaroring,6,ALO,Alpine F1 Team,1:18.716,1:17.904,1:18.078
2022,13,Hungarian Grand Prix,Hungaroring,7,HAM,Mercedes,1:18.374,1:18.035,1:18.142
2022,13,Hungarian Grand Prix,Hungaroring,8,BOT,Alfa Romeo,1:18.935,1:18.445,1:18.157
2022,13,Hungarian Grand Prix,Hungaroring,9,RIC,McLaren,1:18.775,1:18.198,1:18.379
