year,round,gp_name,circuit,position,driver,constructor,q1,q2,q3
2022,13,Hungarian Grand Prix,Hungaroring,10,VER,Red Bull,1:18.509,1:17.703,1:18.823
2022,13,Hungarian Grand Prix,Hungaroring,11,PER,Red Bull,1:19.118,1:18.516,
2022,13,Hungarian Grand Prix,Hungaroring,12,ZHO,Alfa Romeo,1:18.973,1:18.573,
2022,13,Hungarian Grand Prix,Hungaroring,13,MAG,Haas F1 Team,1:18.993,1:18.825,
2022,13,Hungarian Grand Prix,Hungaroring,14,STR,Aston Martin,1:19.205,1:19.137,
2022,13,Hungarian Grand Prix,Hungaroring,15,MSC,Haas F1 Team,1:19.164,1:19.202,
2022,13,Hungarian Grand Prix,Hungaroring,16,TSU,AlphaTauri,1:19.240,,
2022,13,Hungarian Grand Prix,Hungaroring,17,ALB,Williams,1:19.256,,
2022,13,Hungarian Grand Prix,Hungaroring,18,VET,Aston Martin,1:19.273,,
2022,13,Hungarian Grand Prix,Hungaroring,19,GAS,AlphaTauri,1:19.527,,
2022,13,Hungarian Grand Prix,Hungaroring,20,LAT,Williams,1:19.570,,
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,1,VER,Red Bull,1:44.581,1:44.723,1:43.665
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,SAI,Ferrari,1:45.050,1:45.418,1:44.297
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,3,PER,Red Bull,1:45.377,1:44.794,1:44.462
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,4,LEC,Ferrari,1:45.572,1:44.551,1:44.553
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,5,OCO,Alpine F1 Team,1:46.039,1:45.475,1:45.180
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,6,ALO,Alpine F1 Team,1:46.075,1:45.552,1:45.368
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,7,HAM,Mercedes,1:45.736,1:45.420,1:45.503
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,8,RUS,Mercedes,1:45.650,1:45.461,1:45.776
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,9,ALB,Williams,1:45.672,1:45.675,1:45.837
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,10,NOR,McLaren,1:45.745,1:45.603,1:46.178
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,11,RIC,McLaren,1:46.212,1:45.767,
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,12,GAS,AlphaTauri,1:46.183,1:45.827,
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,13,ZHO,Alfa Romeo,1:46.178,1:46.085,
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,14,STR,Aston Martin,1:46.256,1:46.611,
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,15,MSC,Haas F1 Team,1:46.342,1:47.718,
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,16,VET,Aston Martin,1:46.344,,
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,17,LAT,Williams,1:46.401,,
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,18,MAG,Haas F1 Team,1:46.557,,
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,19,TSU,AlphaTauri,1:46.692,,
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,20,BOT,Alfa Romeo,1:47.866,,
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,1,VER,Red Bull,1:11.317,1:10.927,1:10.342
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,2,LEC,Ferrari,1:11.443,1:10.988,1:10.363
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,3,SAI,Ferrari,1:11.767,1:10.814,1:10.434
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,4,HAM,Mercedes,1:11.331,1:11.075,1:10.648
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,5,PER,Red Bull,1:11.641,1:11.314,1:11.077
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,6,RUS,Mercedes,1:11.561,1:10.824,1:11.147
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,7,NOR,McLaren,1:11.556,1:11.116,1:11.174
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,8,MSC,Haas F1 Team,1:11.741,1:11.420,1:11.442
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,9,TSU,AlphaTauri,1:11.427,1:11.428,1:12.556
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,10,STR,Aston Martin,1:11.568,1:11.416,
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,11,GAS,AlphaTauri,1:11.705,1:11.512,
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,12,OCO,Alpine F1 Team,1:11.748,1:11.605,
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,13,ALO,Alpine F1 Team,1:11.667,1:11.613,
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,14,ZHO,Alfa Romeo,1:11.826,1:11.704,
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,15,ALB,Williams,1:11.695,1:11.802,
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,16,BOT,Alfa Romeo,1:11.961,,
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,17,RIC,McLaren,1:12.081,,
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,18,MAG,Haas F1 Team,1:12.319,,
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,19,VET,Aston Martin,1:12.391,,
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,20,LAT,Williams,1:13.353,,
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,1,LEC,Ferrari,1:21.280,1:21.208,1:20.161
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,2,VER,Red Bull,1:20.922,1:21.265,1:20.306
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,3,SAI,Ferrari,1:21.348,1:20.878,1:20.429
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,4,PER,Red Bull,1:21.495,1:21.358,1:21.206
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,5,HAM,Mercedes,1:22.048,1:21.708,1:21.524
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,6,RUS,Mercedes,1:21.785,1:21.747,1:21.542
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,7,NOR,McLaren,1:22.130,1:21.831,1:21.584
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,8,RIC,McLaren,1:22.139,1:21.855,1:21.925
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,9,GAS,AlphaTauri,1:22.010,1:22.062,1:22.648
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,10,ALO,Alpine F1 Team,1:22.089,1:21.861,
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,11,OCO,Alpine F1 Team,1:22.166,1:22.130,
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,12,BOT,Alfa Romeo,1:22.254,1:22.235,
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,13,DEV,Williams,1:22.567,1:22.471,
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,14,ZHO,Alfa Romeo,1:22.003,1:22.577,
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,15,TSU,AlphaTauri,1:22.020,,
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,16,LAT,Williams,1:22.587,,
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,17,VET,Aston Martin,1:22.636,,
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,18,STR,Aston Martin,1:22.748,,
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,19,MAG,Haas F1 Team,1:22.908,,
2022,16,Italian Grand Prix,Autodromo Nazionale di Monza,20,MSC,Haas F1 Team,1:23.005,,
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,1,LEC,Ferrari,1:54.129,1:52.343,1:49.412
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,2,PER,Red Bull,1:54.404,1:52.818,1:49.434
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,3,HAM,Mercedes,1:53.161,1:52.691,1:49.466
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,4,SAI,Ferrari,1:54.559,1:53.219,1:49.583
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,5,ALO,Alpine F1 Team,1:55.360,1:53.127,1:49.966
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,6,NOR,McLaren,1:55.914,1:53.942,1:50.584
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,7,GAS,AlphaTauri,1:55.606,1:53.546,1:51.211
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,8,VER,Red Bull,1:53.057,1:52.723,1:51.395
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,9,MAG,Haas F1 Team,1:55.103,1:54.006,1:51.573
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,10,TSU,AlphaTauri,1:55.314,1:53.848,1:51.983
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,11,RUS,Mercedes,1:54.633,1:54.012,
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,12,STR,Aston Martin,1:55.629,1:54.211,
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,13,MSC,Haas F1 Team,1:55.736,1:54.370,
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,14,VET,Aston Martin,1:55.602,1:54.380,
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,15,ZHO,Alfa Romeo,1:55.375,1:55.518,
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,16,BOT,Alfa Romeo,1:56.083,,
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,17,RIC,McLaren,1:56.226,,
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,18,OCO,Alpine F1 Team,1:56.337,,
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,19,ALB,Williams,1:56.985,,
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,20,LAT,Williams,1:57.532,,
2022,18,Japanese Grand Prix,Suzuka Circuit,1,VER,Red Bull,1:30.224,1:30.346,1:29.304
2022,18,Japanese Grand Prix,Suzuka Circuit,2,LEC,Ferrari,1:30.402,1:30.486,1:29.314
2022,18,Japanese Grand Prix,Suzuka Circuit,3,SAI,Ferrari,1:30.336,1:30.444,1:29.361
2022,18,Japanese Grand Prix,Suzuka Circuit,4,PER,Red Bull,1:30.622,1:29.925,1:29.709
2022,18,Japanese Grand Prix,Suzuka Circuit,5,OCO,Alpine F1 Team,1:30.696,1:30.357,1:30.165
2022,18,Japanese Grand Prix,Suzuka Circuit,6,HAM,Mercedes,1:30.906,1:30.443,1:30.261
2022,18,Japanese Grand Prix,Suzuka Circuit,7,ALO,Alpine F1 Team,1:30.603,1:30.343,1:30.322
2022,18,Japanese Grand Prix,Suzuka Circuit,8,RUS,Mercedes,1:30.865,1:30.465,1:30.389
2022,18,Japanese Grand Prix,Suzuka Circuit,9,VET,Aston Martin,1:31.256,1:30.656,1:30.554
2022,18,Japanese Grand Prix,Suzuka Circuit,10,NOR,McLaren,1:30.881,1:30.473,1:31.003
2022,18,Japanese Grand Prix,Suzuka Circuit,11,RIC,McLaren,1:30.880,1:30.659,
2022,18,Japanese Grand Prix,Suzuka Circuit,12,BOT,Alfa Romeo,1:31.226,1:30.709,
2022,18,Japanese Grand Prix,Suzuka Circuit,13,TSU,AlphaTauri,1:31.130,1:30.808,
2022,18,Japanese Grand Prix,Suzuka Circuit,14,ZHO,Alfa Romeo,1:30.894,1:30.953,
2022,18,Japanese Grand Prix,Suzuka Circuit,15,MSC,Haas F1 Team,1:31.152,1:31.439,
2022,18,Japanese Grand Prix,Suzuka Circuit,16,ALB,Williams,1:31.311,,
2022,18,Japanese Grand Prix,Suzuka Circuit,17,GAS,AlphaTauri,1:31.322,,
2022,18,Japanese Grand Prix,Suzuka Circuit,18,MAG,Haas F1 Team,1:31.352,,
2022,18,Japanese Grand Prix,Suzuka Circuit,19,STR,Aston Martin,1:31.419,,
2022,18,Japanese Grand Prix,Suzuka Circuit,20,LAT,Williams,1:31.511,,
2022,19,United States Grand Prix,Circuit of the Americas,1,SAI,Ferrari,1:35.297,1:35.590,1:34.356
2022,19,United States Grand Prix,Circuit of the Americas,2,LEC,Ferrari,1:35.795,1:35.246,1:34.421
2022,19,United States Grand Prix,Circuit of the Americas,3,VER,Red Bull,1:35.864,1:35.294,1:34.448
2022,19,United States Grand Prix,Circuit of the Americas,4,PER,Red Bull,1:36.163,1:35.864,1:34.645
2022,19,United States Grand Prix,Circuit of the Americas,5,HAM,Mercedes,1:36.148,1:35.732,1:34.947
2022,19,United States Grand Prix,Circuit of the Americas,6,RUS,Mercedes,1:36.195,1:35.692,1:34.988
2022,19,United States Grand Prix,Circuit of the Americas,7,STR,Aston Martin,1:36.860,1:36.032,1:35.598
2022,19,United States Grand Prix,Circuit of the Americas,8,NOR,McLaren,1:36.465,1:36.341,1:35.690
2022,19,United States Grand Prix,Circuit of the Americas,9,ALO,Alpine F1 Team,1:36.446,1:35.988,1:35.876
2022,19,United States Grand Prix,Circuit of the Americas,10,BOT,Alfa Romeo,1:36.746,1:36.321,1:36.319
2022,19,United States Grand Prix,Circuit of the Americas,11,ALB,Williams,1:36.932,1:36.368,
2022,19,United States Grand Prix,Circuit of the Americas,12,VET,Aston Martin,1:36.695,1:36.398,
2022,19,United States Grand Prix,Circuit of the Americas,13,GAS,AlphaTauri,1:36.577,1:36.740,
2022,19,United States Grand Prix,Circuit of the Americas,14,ZHO,Alfa Romeo,1:36.656,1:36.970,
2022,19,United States Grand Prix,Circuit of the Americas,15,TSU,AlphaTauri,1:36.808,1:37.147,
2022,19,United States Grand Prix,Circuit of the Americas,16,MAG,Haas F1 Team,1:36.949,,
2022,19,United States Grand Prix,Circuit of the Americas,17,RIC,McLaren,1:37.046,,
2022,19,United States Grand Prix,Circuit of the Americas,18,OCO,Alpine F1 Team,1:37.068,,
2022,19,United States Grand Prix,Circuit of the Americas,19,MSC,Haas F1 Team,1:37.111,,
2022,19,United States Grand Prix,Circuit of the Americas,20,LAT,Williams,1:37.244,,
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,1,VER,Red Bull,1:19.222,1:18.566,1:17.775
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,2,RUS,Mercedes,1:19.583,1:18.565,1:18.079
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,3,HAM,Mercedes,1:19.169,1:18.552,1:18.084
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,4,PER,Red Bull,1:19.706,1:18.615,1:18.128
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,5,SAI,Ferrari,1:19.566,1:18.560,1:18.351
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,6,BOT,Alfa Romeo,1:19.523,1:18.762,1:18.401
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,7,LEC,Ferrari,1:19.505,1:19.109,1:18.555
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,8,NOR,McLaren,1:19.857,1:19.119,1:18.721
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,9,ALO,Alpine F1 Team,1:20.006,1:19.272,1:18.939
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,10,OCO,Alpine F1 Team,1:19.945,1:19.081,1:19.010
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,11,RIC,McLaren,1:20.279,1:19.325,
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,12,ZHO,Alfa Romeo,1:20.283,1:19.476,
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,13,TSU,AlphaTauri,1:19.907,1:19.589,
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,14,GAS,AlphaTauri,1:20.256,1:19.672,
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,15,MAG,Haas F1 Team,1:20.293,1:19.833,
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,16,MSC,Haas F1 Team,1:20.419,,
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,17,VET,Aston Martin,1:20.419,,
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,18,STR,Aston Martin,1:20.520,,
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,19,ALB,Williams,1:20.859,,
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,20,LAT,Williams,1:21.167,,
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,1,MAG,Haas F1 Team,1:13.954,1:11.410,1:11.674
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,2,VER,Red Bull,1:13.625,1:10.881,1:11.877
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,3,RUS,Mercedes,1:14.427,1:11.318,1:12.059
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,4,NOR,McLaren,1:13.106,1:11.377,1:12.263
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,5,SAI,Ferrari,1:14.680,1:10.890,1:12.357
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,6,OCO,Alpine F1 Team,1:14.663,1:11.587,1:12.425
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,7,ALO,Alpine F1 Team,1:13.542,1:11.394,1:12.504
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,8,HAM,Mercedes,1:13.403,1:11.539,1:12.611
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,9,PER,Red Bull,1:13.613,1:11.456,1:15.601
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,10,LEC,Ferrari,1:14.486,1:10.950,
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,11,ALB,Williams,1:14.324,1:11.631,
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,12,GAS,AlphaTauri,1:14.371,1:11.675,
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,13,VET,Aston Martin,1:13.597,1:11.678,
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,14,RIC,McLaren,1:14.931,1:12.140,
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,15,STR,Aston Martin,1:14.398,1:12.210,
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,16,LAT,Williams,1:15.095,,
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,17,ZHO,Alfa Romeo,1:15.197,,
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,18,BOT,Alfa Romeo,1:15.486,,
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,19,TSU,AlphaTauri,1:16.264,,
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,20,MSC,Haas F1 Team,1:16.361,,
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,1,VER,Red Bull,1:24.754,1:24.622,1:23.824
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,2,PER,Red Bull,1:24.820,1:24.419,1:24.052
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,3,LEC,Ferrari,1:25.211,1:24.517,1:24.092
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,4,SAI,Ferrari,1:25.090,1:24.521,1:24.242
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,5,HAM,Mercedes,1:25.594,1:24.774,1:24.508
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,6,RUS,Mercedes,1:25.545,1:24.940,1:24.511
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,7,NOR,McLaren,1:25.387,1:24.903,1:24.769
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,8,OCO,Alpine F1 Team,1:25.735,1:25.007,1:24.830
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,9,VET,Aston Martin,1:25.523,1:24.974,1:24.961
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,10,RIC,McLaren,1:25.766,1:25.068,1:25.045
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,11,ALO,Alpine F1 Team,1:25.782,1:25.096,
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,12,TSU,AlphaTauri,1:25.630,1:25.219,
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,13,MSC,Haas F1 Team,1:25.711,1:25.225,
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,14,STR,Aston Martin,1:25.741,1:25.359,
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,15,ZHO,Alfa Romeo,1:25.594,1:25.408,
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,16,MAG,Haas F1 Team,1:25.834,,
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,17,GAS,AlphaTauri,1:25.859,,
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,18,BOT,Alfa Romeo,1:25.892,,
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,19,ALB,Williams,1:26.028,,
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,20,LAT,Williams,1:26.054,,
