year,round,gp_name,circuit,driver,constructor,grid,position,points,status,laps
2023,16,Japanese Grand Prix,Suzuka Circuit,BOT,Alfa Romeo,16,20,0.0,Retired,7
2023,17,Qatar Grand Prix,Losail International Circuit,VER,Red Bull,1,1,26.0,Finished,57
2023,17,Qatar Grand Prix,Losail International Circuit,PIA,McLaren,6,2,18.0,Finished,57
2023,17,Qatar Grand Prix,Losail International Circuit,NOR,McLaren,10,3,15.0,Finished,57
2023,17,Qatar Grand Prix,Losail International Circuit,RUS,Mercedes,2,4,12.0,Finished,57
2023,17,Qatar Grand Prix,Losail International Circuit,LEC,Ferrari,5,5,10.0,Finished,57
2023,17,Qatar Grand Prix,Losail International Circuit,ALO,Aston Martin,4,6,8.0,Finished,57
2023,17,Qatar Grand Prix,Losail International Circuit,OCO,Alpine F1 Team,8,7,6.0,Finished,57
2023,17,Qatar Grand Prix,Losail International Circuit,BOT,Alfa Romeo,9,8,4.0,Finished,57
2023,17,Qatar Grand Prix,Losail International Circuit,ZHO,Alfa Romeo,19,9,2.0,Finished,57
2023,17,Qatar Grand Prix,Losail International Circuit,PER,Red Bull,20,10,1.0,Finished,57
2023,17,Qatar Grand Prix,Losail International Circuit,STR,Aston Martin,16,11,0.0,Finished,57
2023,17,Qatar Grand Prix,Losail International Circuit,GAS,Alpine F1 Team,7,12,0.0,Finished,57
2023,17,Qatar Grand Prix,Losail International Circuit,ALB,Williams,13,13,0.0,Finished,57
2023,17,Qatar Grand Prix,Losail International Circuit,MAG,Haas F1 Team,18,14,0.0,Lapped,56
2023,17,Qatar Grand Prix,Losail International Circuit,TSU,AlphaTauri,11,15,0.0,Lapped,56
2023,17,Qatar Grand Prix,Losail International Circuit,HUL,Haas F1 Team,14,16,0.0,Lapped,56
2023,17,Qatar Grand Prix,Losail International Circuit,LAW,AlphaTauri,17,17,0.0,Lapped,56
2023,17,Qatar Grand Prix,Losail International Circuit,SAR,Williams,15,18,0.0,Retired,40
2023,17,Qatar Grand Prix,Losail International Circuit,HAM,Mercedes,3,19,0.0,Retired,0
2023,17,Qatar Grand Prix,Losail International Circuit,SAI,Ferrari,12,20,0.0,Did not start,0
2023,18,United States Grand Prix,Circuit of the Americas,VER,Red Bull,6,1,25.0,Finished,56
2023,18,United States Grand Prix,Circuit of the Americas,NOR,McLaren,2,2,18.0,Finished,56
2023,18,United States Grand Prix,Circuit of the Americas,SAI,Ferrari,4,3,15.0,Finished,56
2023,18,United States Grand Prix,Circuit of the Americas,PER,Red Bull,9,4,12.0,Finished,56
2023,18,United States Grand Prix,Circuit of the Americas,RUS,Mercedes,5,5,10.0,Finished,56
2023,18,United States Grand Prix,Circuit of the Americas,GAS,Alpine F1 Team,7,6,8.0,Finished,56
2023,18,United States Grand Prix,Circuit of the Americas,STR,Aston Martin,20,7,6.0,Finished,56
2023,18,United States Grand Prix,Circuit of the Americas,TSU,AlphaTauri,11,8,5.0,Finished,56
2023,18,United States Grand Prix,Circuit of the Americas,ALB,Williams,15,9,2.0,Finished,56
2023,18,United States Grand Prix,Circuit of the Americas,SAR,Williams,16,10,1.0,Finished,56
2023,18,United States Grand Prix,Circuit of the Americas,HUL,Haas F1 Team,18,11,0.0,Finished,56
2023,18,United States Grand Prix,Circuit of the Americas,BOT,Alfa Romeo,13,12,0.0,Finished,56
2023,18,United States Grand Prix,Circuit of the Americas,ZHO,Alfa Romeo,12,13,0.0,Lapped,55
2023,18,United States Grand Prix,Circuit of the Americas,MAG,Haas F1 Team,17,14,0.0,Lapped,55
2023,18,United States Grand Prix,Circuit of the Americas,RIC,AlphaTauri,14,15,0.0,Lapped,55
2023,18,United States Grand Prix,Circuit of the Americas,ALO,Aston Martin,19,16,0.0,Retired,49
2023,18,United States Grand Prix,Circuit of the Americas,PIA,McLaren,10,17,0.0,Retired,10
2023,18,United States Grand Prix,Circuit of the Americas,OCO,Alpine F1 Team,8,18,0.0,Retired,6
2023,18,United States Grand Prix,Circuit of the Americas,HAM,Mercedes,3,19,0.0,Disqualified,56
2023,18,United States Grand Prix,Circuit of the Americas,LEC,Ferrari,1,20,0.0,Disqualified,56
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,VER,Red Bull,3,1,25.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,HAM,Mercedes,6,2,19.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,LEC,Ferrari,1,3,15.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,SAI,Ferrari,2,4,12.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,NOR,McLaren,17,5,10.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,RUS,Mercedes,8,6,8.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,RIC,AlphaTauri,4,7,6.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,PIA,McLaren,7,8,4.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,ALB,Williams,14,9,2.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,OCO,Alpine F1 Team,15,10,1.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,GAS,Alpine F1 Team,11,11,0.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,TSU,AlphaTauri,18,12,0.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,HUL,Haas F1 Team,12,13,0.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,ZHO,Alfa Romeo,10,14,0.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,BOT,Alfa Romeo,9,15,0.0,Finished,71
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,SAR,Williams,19,16,0.0,Retired,70
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,STR,Aston Martin,0,17,0.0,Collision damage,66
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,ALO,Aston Martin,13,18,0.0,Withdrew,47
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,MAG,Haas F1 Team,16,19,0.0,Accident,31
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,PER,Red Bull,5,20,0.0,Collision damage,1
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,VER,Red Bull,1,1,25.0,Finished,71
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,NOR,McLaren,6,2,19.0,Finished,71
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,ALO,Aston Martin,4,3,15.0,Finished,71
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,PER,Red Bull,9,4,12.0,Finished,71
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,STR,Aston Martin,3,5,10.0,Finished,71
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,SAI,Ferrari,7,6,8.0,Finished,71
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,GAS,Alpine F1 Team,15,7,6.0,Finished,71
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,HAM,Mercedes,5,8,4.0,Finished,71
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,TSU,AlphaTauri,16,9,2.0,Finished,71
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,OCO,Alpine F1 Team,14,10,1.0,Lapped,70
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,SAR,Williams,19,11,0.0,Lapped,70
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,HUL,Haas F1 Team,11,12,0.0,Lapped,70
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,RIC,AlphaTauri,17,13,0.0,Lapped,70
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,PIA,McLaren,10,14,0.0,Lapped,69
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,RUS,Mercedes,8,15,0.0,Retired,57
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,BOT,Alfa Romeo,18,16,0.0,Retired,39
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,ZHO,Alfa Romeo,20,17,0.0,Retired,22
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,MAG,Haas F1 Team,12,18,0.0,Retired,0
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,ALB,Williams,13,19,0.0,Retired,0
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,LEC,Ferrari,2,20,0.0,Did not start,0
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,VER,Red Bull,2,1,25.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,LEC,Ferrari,1,2,18.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,PER,Red Bull,11,3,15.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,OCO,Alpine F1 Team,16,4,12.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,STR,Aston Martin,19,5,10.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,SAI,Ferrari,12,6,8.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,HAM,Mercedes,10,7,6.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,RUS,Mercedes,3,8,4.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,ALO,Aston Martin,9,9,2.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,PIA,McLaren,18,10,2.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,GAS,Alpine F1 Team,4,11,0.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,ALB,Williams,5,12,0.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,MAG,Haas F1 Team,8,13,0.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,RIC,AlphaTauri,14,14,0.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,ZHO,Alfa Romeo,17,15,0.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,SAR,Williams,6,16,0.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,BOT,Alfa Romeo,7,17,0.0,Finished,50
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,TSU,AlphaTauri,20,18,0.0,Retired,46
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,HUL,Haas F1 Team,13,19,0.0,Retired,45
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,NOR,McLaren,15,20,0.0,Retired,2
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,VER,Red Bull,1,1,26.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,LEC,Ferrari,2,2,18.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,RUS,Mercedes,4,3,15.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,PER,Red Bull,9,4,12.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,NOR,McLaren,5,5,10.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,PIA,McLaren,3,6,8.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,ALO,Aston Martin,7,7,6.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,TSU,AlphaTauri,6,8,4.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,HAM,Mercedes,11,9,2.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,STR,Aston Martin,13,10,1.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,RIC,AlphaTauri,15,11,0.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,OCO,Alpine F1 Team,12,12,0.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,GAS,Alpine F1 Team,10,13,0.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,ALB,Williams,14,14,0.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,HUL,Haas F1 Team,8,15,0.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,SAR,Williams,20,16,0.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,ZHO,Alfa Romeo,19,17,0.0,Finished,58
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,SAI,Ferrari,16,18,0.0,Retired,57
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,BOT,Alfa Romeo,18,19,0.0,Lapped,57
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,MAG,Haas F1 Team,17,20,0.0,Lapped,57
